group_desc	supergroup1	series_code	group_code	primary_option_code	series_desc	option_desc	currency	price	part_code	id	part_desc	optional	obsolete	cost	compacted_part_desc	obsolete1	compulsory	BAM	BHZ	BLT	BRK	BST	BVT	CLA	CHT	CHR	CPH	ELT	EMK	FCL	FTN	FTP	HYD	LEV	LTY	MHT	MLT	STG	VWY	TRD	WBS	PED	MOD	APP	AQU	no_attr
COLD STORE	OTHER	A860	130	A860130001	MC10,12,15	STANDARD APPLICATION	EUR	0	A8601087100140	A860130001A8601087100140	Ass.Timone  Cw (U. A Terra)  Ya	C1	N	306.00999999999999	 AssTimoneCw(UATerra)Ya	N	N																									Pedestrian		Standard Application		
COLD STORE	OTHER	A860	130	A860130001	MC10,12,15	STANDARD APPLICATION	EUR	0	A8601087100160	A860130001A8601087100160	Ass.Timone  Cw (U. A Bordo)  Ya	C1	N	272.60000000000002	 AssTimoneCw(UABordo)Ya	N	N																									Ride On		Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200001	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524185889	A908200001A908524185889	Capacity Erc20 700Mm Batt Comp	C1	N	1686.4202379999999	 CapacityErc20700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200001	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524185889	A908200001A908524185889	Capacity Erc20 700Mm Batt Comp	C1	N	1686.4202379999999	 CapacityErc20700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200001	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524185889	A908200001A908524185889	Capacity Erc20 700Mm Batt Comp	C1	N	1686.4202379999999	 CapacityErc20700MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200001	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524185889	A908200001A908524185889	Capacity Erc20 700Mm Batt Comp	C1	N	1686.4202379999999	 CapacityErc20700MmBattComp	N	N																										20	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200001	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524218400	A908200001A908524218400	Capacity Erc25 700Mm Batt Comp	C1	N	1913.4638460000001	 CapacityErc25700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200001	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524218400	A908200001A908524218400	Capacity Erc25 700Mm Batt Comp	C1	N	1913.4638460000001	 CapacityErc25700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200001	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524218400	A908200001A908524218400	Capacity Erc25 700Mm Batt Comp	C1	N	1913.4638460000001	 CapacityErc25700MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200001	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524218400	A908200001A908524218400	Capacity Erc25 700Mm Batt Comp	C1	N	1913.4638460000001	 CapacityErc25700MmBattComp	N	N																										25	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200002	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524185889	A908200002A908524185889	Capacity Erc20 700Mm Batt Comp	C1	N	1686.4202379999999	 CapacityErc20700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200002	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524185889	A908200002A908524185889	Capacity Erc20 700Mm Batt Comp	C1	N	1686.4202379999999	 CapacityErc20700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200002	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524185889	A908200002A908524185889	Capacity Erc20 700Mm Batt Comp	C1	N	1686.4202379999999	 CapacityErc20700MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200002	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524185889	A908200002A908524185889	Capacity Erc20 700Mm Batt Comp	C1	N	1686.4202379999999	 CapacityErc20700MmBattComp	N	N																										20	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200002	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524218400	A908200002A908524218400	Capacity Erc25 700Mm Batt Comp	C1	N	1913.4638460000001	 CapacityErc25700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200002	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524218400	A908200002A908524218400	Capacity Erc25 700Mm Batt Comp	C1	N	1913.4638460000001	 CapacityErc25700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200002	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524218400	A908200002A908524218400	Capacity Erc25 700Mm Batt Comp	C1	N	1913.4638460000001	 CapacityErc25700MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200002	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524218400	A908200002A908524218400	Capacity Erc25 700Mm Batt Comp	C1	N	1913.4638460000001	 CapacityErc25700MmBattComp	N	N																										25	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524185891	A908200003A908524185891	Capacity Erc20 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc20847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524185891	A908200003A908524185891	Capacity Erc20 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc20847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524185891	A908200003A908524185891	Capacity Erc20 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc20847MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524185891	A908200003A908524185891	Capacity Erc20 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc20847MmBattComp	N	N																										20	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524185892	A908200003A908524185892	Capacity Erc25 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc25847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524185892	A908200003A908524185892	Capacity Erc25 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc25847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524185892	A908200003A908524185892	Capacity Erc25 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc25847MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524185892	A908200003A908524185892	Capacity Erc25 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc25847MmBattComp	N	N																										25	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524218401	A908200003A908524218401	Capacity Erc30 847Mm Batt Comp	C1	N	1926.5193630000001	 CapacityErc30847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524218401	A908200003A908524218401	Capacity Erc30 847Mm Batt Comp	C1	N	1926.5193630000001	 CapacityErc30847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524218401	A908200003A908524218401	Capacity Erc30 847Mm Batt Comp	C1	N	1926.5193630000001	 CapacityErc30847MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200003	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524218401	A908200003A908524218401	Capacity Erc30 847Mm Batt Comp	C1	N	1926.5193630000001	 CapacityErc30847MmBattComp	N	N																										30	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524185891	A908200004A908524185891	Capacity Erc20 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc20847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524185891	A908200004A908524185891	Capacity Erc20 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc20847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524185891	A908200004A908524185891	Capacity Erc20 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc20847MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524185891	A908200004A908524185891	Capacity Erc20 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc20847MmBattComp	N	N																										20	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524185892	A908200004A908524185892	Capacity Erc25 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc25847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524185892	A908200004A908524185892	Capacity Erc25 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc25847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524185892	A908200004A908524185892	Capacity Erc25 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc25847MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524185892	A908200004A908524185892	Capacity Erc25 847Mm Batt Comp	C1	N	1699.4903260000001	 CapacityErc25847MmBattComp	N	N																										25	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524218401	A908200004A908524218401	Capacity Erc30 847Mm Batt Comp	C1	N	1926.5193630000001	 CapacityErc30847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524218401	A908200004A908524218401	Capacity Erc30 847Mm Batt Comp	C1	N	1926.5193630000001	 CapacityErc30847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524218401	A908200004A908524218401	Capacity Erc30 847Mm Batt Comp	C1	N	1926.5193630000001	 CapacityErc30847MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200004	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524218401	A908200004A908524218401	Capacity Erc30 847Mm Batt Comp	C1	N	1926.5193630000001	 CapacityErc30847MmBattComp	N	N																										30	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200005	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524185893	A908200005A908524185893	Capacity Erc30 1015Mm Batt Comp	C1	N	1820.0935830000001	 CapacityErc301015MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200005	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524185893	A908200005A908524185893	Capacity Erc30 1015Mm Batt Comp	C1	N	1820.0935830000001	 CapacityErc301015MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200005	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524185893	A908200005A908524185893	Capacity Erc30 1015Mm Batt Comp	C1	N	1820.0935830000001	 CapacityErc301015MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200005	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524185893	A908200005A908524185893	Capacity Erc30 1015Mm Batt Comp	C1	N	1820.0935830000001	 CapacityErc301015MmBattComp	N	N																										30	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200005	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524218402	A908200005A908524218402	Capacity Erc32 1015Mm Batt Comp	C1	N	1944.864114	 CapacityErc321015MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200005	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524218402	A908200005A908524218402	Capacity Erc32 1015Mm Batt Comp	C1	N	1944.864114	 CapacityErc321015MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200005	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524218402	A908200005A908524218402	Capacity Erc32 1015Mm Batt Comp	C1	N	1944.864114	 CapacityErc321015MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200005	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524218402	A908200005A908524218402	Capacity Erc32 1015Mm Batt Comp	C1	N	1944.864114	 CapacityErc321015MmBattComp	N	N																										32	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200011	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524251246	A908200011A908524251246	Capacity E2.00 700Mm Batt Comp	C1	N	1826.43192	 CapacityE200700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200011	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524251246	A908200011A908524251246	Capacity E2.00 700Mm Batt Comp	C1	N	1826.43192	 CapacityE200700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200011	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524251246	A908200011A908524251246	Capacity E2.00 700Mm Batt Comp	C1	N	1826.43192	 CapacityE200700MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200011	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524251246	A908200011A908524251246	Capacity E2.00 700Mm Batt Comp	C1	N	1826.43192	 CapacityE200700MmBattComp	N	N																										20	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200011	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524251247	A908200011A908524251247	Capacity E2.50 700Mm Batt Comp	C1	N	2053.4609569999998	 CapacityE250700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200011	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524251247	A908200011A908524251247	Capacity E2.50 700Mm Batt Comp	C1	N	2053.4609569999998	 CapacityE250700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200011	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524251247	A908200011A908524251247	Capacity E2.50 700Mm Batt Comp	C1	N	2053.4609569999998	 CapacityE250700MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200011	ERC20-32AGF / ERCGH	STANDARD TREAD 700MM BATTERY COMP	EUR	0	A908524251247	A908200011A908524251247	Capacity E2.50 700Mm Batt Comp	C1	N	2053.4609569999998	 CapacityE250700MmBattComp	N	N																										25	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200012	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524251246	A908200012A908524251246	Capacity E2.00 700Mm Batt Comp	C1	N	1826.43192	 CapacityE200700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200012	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524251246	A908200012A908524251246	Capacity E2.00 700Mm Batt Comp	C1	N	1826.43192	 CapacityE200700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200012	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524251246	A908200012A908524251246	Capacity E2.00 700Mm Batt Comp	C1	N	1826.43192	 CapacityE200700MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200012	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524251246	A908200012A908524251246	Capacity E2.00 700Mm Batt Comp	C1	N	1826.43192	 CapacityE200700MmBattComp	N	N																										20	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200012	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524251247	A908200012A908524251247	Capacity E2.50 700Mm Batt Comp	C1	N	2053.4609569999998	 CapacityE250700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200012	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524251247	A908200012A908524251247	Capacity E2.50 700Mm Batt Comp	C1	N	2053.4609569999998	 CapacityE250700MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200012	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524251247	A908200012A908524251247	Capacity E2.50 700Mm Batt Comp	C1	N	2053.4609569999998	 CapacityE250700MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200012	ERC20-32AGF / ERCGH	WIDE TREAD 700MM BATTERY COMP	EUR	0	A908524251247	A908200012A908524251247	Capacity E2.50 700Mm Batt Comp	C1	N	2053.4609569999998	 CapacityE250700MmBattComp	N	N																										25	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251249	A908200013A908524251249	Capacity E2.00 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityE200847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251249	A908200013A908524251249	Capacity E2.00 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityE200847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251249	A908200013A908524251249	Capacity E2.00 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityE200847MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251249	A908200013A908524251249	Capacity E2.00 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityE200847MmBattComp	N	N																										20	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251250	A908200013A908524251250	Capacity Erc25 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityErc25847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251250	A908200013A908524251250	Capacity Erc25 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityErc25847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251250	A908200013A908524251250	Capacity Erc25 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityErc25847MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251250	A908200013A908524251250	Capacity Erc25 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityErc25847MmBattComp	N	N																										25	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251251	A908200013A908524251251	Capacity E3.00 847Mm Batt Comp	C1	N	2068.9935260000002	 CapacityE300847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251251	A908200013A908524251251	Capacity E3.00 847Mm Batt Comp	C1	N	2068.9935260000002	 CapacityE300847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251251	A908200013A908524251251	Capacity E3.00 847Mm Batt Comp	C1	N	2068.9935260000002	 CapacityE300847MmBattComp	N	N																							Std Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200013	ERC20-32AGF / ERCGH	STANDARD TREAD 847MM BATTERY COMP	EUR	0	A908524251251	A908200013A908524251251	Capacity E3.00 847Mm Batt Comp	C1	N	2068.9935260000002	 CapacityE300847MmBattComp	N	N																										30	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251249	A908200014A908524251249	Capacity E2.00 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityE200847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251249	A908200014A908524251249	Capacity E2.00 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityE200847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251249	A908200014A908524251249	Capacity E2.00 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityE200847MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251249	A908200014A908524251249	Capacity E2.00 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityE200847MmBattComp	N	N																										20	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251250	A908200014A908524251250	Capacity Erc25 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityErc25847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251250	A908200014A908524251250	Capacity Erc25 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityErc25847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251250	A908200014A908524251250	Capacity Erc25 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityErc25847MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251250	A908200014A908524251250	Capacity Erc25 847Mm Batt Comp	C1	N	1841.9644880000001	 CapacityErc25847MmBattComp	N	N																										25	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251251	A908200014A908524251251	Capacity E3.00 847Mm Batt Comp	C1	N	2068.9935260000002	 CapacityE300847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251251	A908200014A908524251251	Capacity E3.00 847Mm Batt Comp	C1	N	2068.9935260000002	 CapacityE300847MmBattComp	N	N																													
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251251	A908200014A908524251251	Capacity E3.00 847Mm Batt Comp	C1	N	2068.9935260000002	 CapacityE300847MmBattComp	N	N																							Wide Tread						
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200014	ERC20-32AGF / ERCGH	WIDE TREAD 847MM BATTERY COMP	EUR	0	A908524251251	A908200014A908524251251	Capacity E3.00 847Mm Batt Comp	C1	N	2068.9935260000002	 CapacityE300847MmBattComp	N	N																										30	Standard Application		
BATTERY COMPARTMENT	HYDRAULICS	A908	200	A908200015	ERC20-32AGF / ERCGH	STANDARD TREAD 1015MM BATTERY COMP	EUR	0	A908524251253	A908200015A908524251253	Capacity E3.00 1015Mm Batt Comp	C1	N	1965.9336209999999	 CapacityE3001015MmBattComp	N	N																													
